,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
2511,S-c341e1,A-bb2f49,04-09-2024,Ongoing,Pro,14,686.0,8232.0,False,False,False,False,monthly,True
2512,S-2bef13,A-c16b88,10-06-2024,Ongoing,Enterprise,45,8955.0,107460.0,False,False,False,False,monthly,False
2513,S-ccf9c8,A-956988,14-12-2024,Ongoing,Basic,1,19.0,228.0,False,False,False,False,monthly,False
2514,S-8eff6d,A-9b9fe9,20-11-2023,Ongoing,Pro,9,441.0,5292.0,False,False,True,False,annual,True
2515,S-927235,A-e61e98,15-01-2024,Ongoing,Basic,19,361.0,4332.0,False,False,False,False,monthly,True
2516,S-0ff1eb,A-cb5333,30-09-2024,Ongoing,Enterprise,33,6567.0,78804.0,False,False,False,False,monthly,True
2517,S-c287ef,A-6dee43,29-07-2024,Ongoing,Basic,23,437.0,5244.0,False,False,False,False,annual,False
2518,S-8eb955,A-bcbe98,09-08-2024,Ongoing,Basic,46,874.0,10488.0,False,False,False,False,monthly,True
2519,S-0891f1,A-e1b9cd,03-01-2024,Ongoing,Basic,40,760.0,9120.0,False,False,True,False,annual,False
2520,S-266ada,A-794a0b,24-06-2024,Ongoing,Pro,23,1127.0,13524.0,False,False,False,False,monthly,True
2521,S-e50f43,A-4a4c2d,20-09-2023,Ongoing,Enterprise,54,10746.0,128952.0,False,False,False,False,annual,True
2522,S-3647aa,A-94d3da,09-09-2023,Ongoing,Pro,41,0.0,0.0,True,False,False,False,monthly,True
2523,S-cfb886,A-54d94a,19-12-2024,Ongoing,Pro,27,1323.0,15876.0,False,False,False,False,annual,True
2524,S-15d2d2,A-96bbc6,07-06-2024,Ongoing,Enterprise,39,7761.0,93132.0,False,False,False,False,monthly,True
2525,S-462bd2,A-e7a1e2,23-10-2024,Ongoing,Enterprise,3,0.0,0.0,True,False,False,False,annual,True
2526,S-83e7bb,A-781cc0,09-10-2024,Ongoing,Pro,16,0.0,0.0,True,True,False,False,annual,True
2527,S-5178de,A-e61e98,06-12-2023,Ongoing,Pro,40,1960.0,23520.0,False,False,False,False,annual,False
2528,S-375190,A-d4ac0e,01-06-2024,Ongoing,Pro,25,1225.0,14700.0,False,False,False,False,monthly,True
2529,S-2c5e1c,A-4814a3,08-12-2024,Ongoing,Enterprise,87,17313.0,207756.0,False,False,True,False,monthly,True
2530,S-84e146,A-d82ef9,21-07-2024,24-11-2024,Basic,53,1007.0,12084.0,False,False,False,True,monthly,True
2531,S-5fea89,A-2e3bad,19-08-2023,Ongoing,Enterprise,61,12139.0,145668.0,False,False,False,False,monthly,True
2532,S-a18bb2,A-09540c,22-12-2024,Ongoing,Pro,67,3283.0,39396.0,False,False,False,False,monthly,True
2533,S-41d4ca,A-90a8c8,19-09-2024,Ongoing,Pro,21,0.0,0.0,True,True,False,False,monthly,True
2534,S-c6acda,A-1e1b80,10-07-2024,Ongoing,Enterprise,50,0.0,0.0,True,False,False,False,annual,True
2535,S-918151,A-855a48,29-05-2024,Ongoing,Enterprise,27,5373.0,64476.0,False,False,False,False,annual,False
2536,S-38a5fb,A-6843f2,14-12-2024,Ongoing,Enterprise,21,4179.0,50148.0,False,False,False,False,monthly,True
2537,S-dea1f5,A-bb1eaa,14-07-2024,Ongoing,Basic,21,399.0,4788.0,False,False,True,False,annual,True
2538,S-fee7b2,A-1986ca,07-05-2024,Ongoing,Enterprise,31,6169.0,74028.0,False,True,False,False,monthly,True
2539,S-875645,A-2d1036,24-09-2024,Ongoing,Basic,69,1311.0,15732.0,False,False,False,False,monthly,True
2540,S-f018e9,A-019782,25-06-2024,Ongoing,Basic,14,266.0,3192.0,False,False,False,False,annual,True
2541,S-8a74bb,A-ac9111,30-10-2024,Ongoing,Enterprise,36,0.0,0.0,True,False,False,False,monthly,True
2542,S-2aa395,A-c45b23,31-07-2024,Ongoing,Basic,5,95.0,1140.0,False,False,False,False,monthly,False
2543,S-7de656,A-f17767,15-02-2023,25-08-2023,Pro,14,686.0,8232.0,False,False,False,True,annual,True
2544,S-f2ccdd,A-956988,30-12-2024,Ongoing,Enterprise,32,6368.0,76416.0,False,False,False,False,annual,True
2545,S-e2fd71,A-158f4e,29-11-2023,Ongoing,Basic,61,1159.0,13908.0,False,False,False,False,monthly,True
2546,S-9b493e,A-5b051a,23-11-2024,Ongoing,Basic,22,418.0,5016.0,False,False,False,False,monthly,True
2547,S-742e23,A-aa9511,23-06-2024,Ongoing,Pro,23,1127.0,13524.0,False,False,False,False,annual,True
2548,S-e7fe6f,A-35083d,22-07-2024,Ongoing,Pro,42,2058.0,24696.0,False,True,False,False,annual,True
2549,S-2940a5,A-b2225d,02-04-2024,Ongoing,Enterprise,47,0.0,0.0,True,False,True,False,annual,False
2550,S-0fc93f,A-5fe118,04-12-2024,Ongoing,Basic,39,741.0,8892.0,False,False,False,False,annual,False
2551,S-81a509,A-8b25f2,10-09-2024,Ongoing,Basic,11,209.0,2508.0,False,True,False,False,annual,True
2552,S-62f5b1,A-20736a,23-11-2024,Ongoing,Enterprise,50,9950.0,119400.0,False,True,False,False,annual,True
2553,S-a801d1,A-4c38bc,03-04-2024,Ongoing,Enterprise,36,7164.0,85968.0,False,False,False,False,monthly,True
2554,S-ad1e4a,A-d3c88e,01-11-2024,Ongoing,Basic,16,0.0,0.0,True,True,False,False,monthly,True
2555,S-ad3ef7,A-35083d,03-06-2023,Ongoing,Enterprise,19,0.0,0.0,True,False,False,False,annual,True
2556,S-a5a40b,A-180abf,16-09-2023,06-11-2023,Enterprise,64,12736.0,152832.0,False,False,False,True,annual,False
2557,S-05b245,A-e61e98,01-09-2024,Ongoing,Enterprise,34,6766.0,81192.0,False,False,False,False,annual,True
2558,S-3cc641,A-3be56b,14-05-2024,Ongoing,Basic,7,133.0,1596.0,False,True,False,False,monthly,False
2559,S-f973d4,A-5247b3,27-07-2024,Ongoing,Pro,24,1176.0,14112.0,False,True,False,False,monthly,True
2560,S-f25e72,A-66224b,13-11-2024,Ongoing,Pro,92,4508.0,54096.0,False,False,False,False,annual,True
2561,S-4f81c2,A-ed510f,18-09-2024,Ongoing,Pro,42,2058.0,24696.0,False,False,False,False,monthly,False
2562,S-b65ff3,A-c37601,11-11-2024,Ongoing,Enterprise,6,1194.0,14328.0,False,False,False,False,annual,True
2563,S-5f5b36,A-d42431,26-08-2024,Ongoing,Enterprise,22,4378.0,52536.0,False,False,False,False,monthly,True
2564,S-e5c35c,A-66224b,27-11-2024,Ongoing,Enterprise,92,18308.0,219696.0,False,False,False,False,monthly,True
2565,S-bc66af,A-157070,12-02-2024,02-10-2024,Pro,18,882.0,10584.0,False,False,False,True,monthly,True
2566,S-eff39c,A-118f1c,31-10-2024,Ongoing,Enterprise,32,6368.0,76416.0,False,False,False,False,annual,True
2567,S-3c0075,A-9123ac,27-05-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,monthly,True
2568,S-aaaa83,A-712533,26-04-2024,Ongoing,Basic,45,0.0,0.0,True,False,False,False,monthly,True
2569,S-a09141,A-e3bd71,03-04-2023,Ongoing,Enterprise,31,6169.0,74028.0,False,False,False,False,annual,False
2570,S-19edee,A-55f257,19-08-2024,Ongoing,Enterprise,21,4179.0,50148.0,False,False,False,False,monthly,False
2571,S-6f0169,A-86cdb4,23-10-2024,06-11-2024,Pro,3,147.0,1764.0,False,False,False,True,monthly,True
2572,S-bfdb45,A-cb6cc6,20-04-2023,Ongoing,Enterprise,13,0.0,0.0,True,False,False,False,annual,True
2573,S-9da0f3,A-1d5444,13-05-2024,Ongoing,Enterprise,41,8159.0,97908.0,False,True,False,False,monthly,True
2574,S-68adfa,A-7f29a7,06-10-2024,Ongoing,Basic,41,0.0,0.0,True,False,False,False,monthly,True
2575,S-fcd231,A-712426,31-12-2024,Ongoing,Enterprise,63,0.0,0.0,True,False,False,False,annual,True
2576,S-9a1e04,A-de24d5,06-12-2024,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,annual,True
2577,S-38b3b4,A-533452,28-11-2024,Ongoing,Enterprise,26,5174.0,62088.0,False,False,False,False,annual,True
2578,S-b69fa2,A-029f69,09-09-2024,Ongoing,Pro,27,1323.0,15876.0,False,False,False,False,monthly,False
2579,S-a924c2,A-3cc791,08-07-2024,Ongoing,Pro,6,294.0,3528.0,False,False,False,False,annual,True
2580,S-05553e,A-bc87bc,26-11-2024,Ongoing,Enterprise,31,6169.0,74028.0,False,False,False,False,annual,True
2581,S-6ace80,A-6f8ad2,16-09-2024,Ongoing,Enterprise,7,1393.0,16716.0,False,False,False,False,monthly,True
2582,S-0b2faf,A-c45b23,05-07-2024,Ongoing,Basic,15,0.0,0.0,True,False,False,False,monthly,True
2583,S-c01d79,A-296d7c,19-07-2024,Ongoing,Basic,24,0.0,0.0,True,False,False,False,monthly,True
2584,S-df69fe,A-e7a1e2,29-12-2024,Ongoing,Enterprise,44,8756.0,105072.0,False,False,False,False,annual,True
2585,S-f9d635,A-a1b80b,11-03-2024,Ongoing,Enterprise,52,10348.0,124176.0,False,False,False,False,monthly,False
2586,S-d96652,A-503d5a,01-05-2024,Ongoing,Enterprise,7,0.0,0.0,True,False,False,False,monthly,True
2587,S-869bba,A-b9f5b1,31-10-2023,Ongoing,Enterprise,15,0.0,0.0,True,False,False,False,annual,False
2588,S-7c1eb9,A-d3c88e,24-12-2024,Ongoing,Basic,21,399.0,4788.0,False,False,False,False,annual,False
2589,S-3f00dc,A-6f50ae,02-09-2024,Ongoing,Pro,19,931.0,11172.0,False,False,False,False,annual,True
2590,S-60ea07,A-3be56b,22-08-2024,Ongoing,Pro,14,686.0,8232.0,False,False,False,False,annual,True
2591,S-7052a5,A-d5a319,15-11-2023,Ongoing,Basic,16,304.0,3648.0,False,False,False,False,annual,True
2592,S-1b713e,A-1d5444,26-11-2024,Ongoing,Basic,24,0.0,0.0,True,True,False,False,annual,False
2593,S-63e79e,A-7c5768,20-10-2024,Ongoing,Enterprise,25,0.0,0.0,True,False,False,False,annual,True
2594,S-a54fb2,A-8ae05d,01-06-2024,Ongoing,Basic,86,1634.0,19608.0,False,False,False,False,annual,False
2595,S-07734f,A-b7ef83,20-11-2024,Ongoing,Basic,8,152.0,1824.0,False,False,False,False,annual,True
2596,S-6015db,A-b179bf,15-11-2024,Ongoing,Enterprise,43,8557.0,102684.0,False,False,False,False,annual,True
2597,S-1e3a06,A-2b9d3e,26-12-2024,Ongoing,Enterprise,2,398.0,4776.0,False,False,False,False,monthly,True
2598,S-82a67a,A-712426,11-12-2024,13-12-2024,Pro,15,735.0,8820.0,False,False,False,True,annual,True
2599,S-531e3a,A-e5d6ab,22-07-2024,Ongoing,Basic,39,741.0,8892.0,False,False,False,False,monthly,True
2600,S-7d8dde,A-3932db,29-11-2024,Ongoing,Enterprise,35,6965.0,83580.0,False,False,False,False,monthly,True
2601,S-f00f7e,A-35083d,09-09-2024,Ongoing,Pro,25,1225.0,14700.0,False,False,False,False,monthly,True
2602,S-92f78a,A-6e08f3,22-02-2024,Ongoing,Enterprise,11,2189.0,26268.0,False,False,False,False,monthly,True
2603,S-1200b3,A-32fb14,19-11-2023,Ongoing,Basic,26,494.0,5928.0,False,False,False,False,annual,False
2604,S-e2799b,A-4c56c9,13-05-2024,Ongoing,Enterprise,13,2587.0,31044.0,False,False,False,False,monthly,False
2605,S-155b3e,A-18793f,19-12-2024,Ongoing,Enterprise,148,29452.0,353424.0,False,False,False,False,annual,False
2606,S-691bff,A-9174e0,27-12-2024,Ongoing,Basic,37,703.0,8436.0,False,False,False,False,annual,False
2607,S-5ddf8d,A-7f6b86,06-12-2024,Ongoing,Basic,45,855.0,10260.0,False,False,False,False,annual,True
2608,S-57019e,A-ad296b,23-07-2024,Ongoing,Pro,38,0.0,0.0,True,False,False,False,annual,True
2609,S-36480d,A-52dd88,04-12-2024,Ongoing,Pro,30,1470.0,17640.0,False,False,False,False,annual,True
2610,S-ad7716,A-af0cd2,13-04-2023,Ongoing,Pro,19,931.0,11172.0,False,False,False,False,annual,False
2611,S-6cd38d,A-202b67,28-08-2024,Ongoing,Basic,22,418.0,5016.0,False,False,False,False,annual,True
2612,S-88c79e,A-e3bd71,18-02-2024,29-04-2024,Enterprise,31,6169.0,74028.0,False,False,False,True,monthly,True
2613,S-42fb01,A-bece89,08-02-2024,Ongoing,Pro,28,1372.0,16464.0,False,False,False,False,monthly,True
2614,S-393c51,A-ba6516,02-04-2024,Ongoing,Basic,27,513.0,6156.0,False,False,True,False,annual,True
2615,S-29ec80,A-625d0b,29-12-2024,Ongoing,Enterprise,9,1791.0,21492.0,False,False,False,False,annual,True
2616,S-9bf16e,A-533452,23-11-2024,20-12-2024,Pro,9,441.0,5292.0,False,False,False,True,monthly,True
2617,S-5d5a8d,A-2922b6,17-12-2024,28-12-2024,Pro,15,735.0,8820.0,False,False,False,True,annual,True
2618,S-b18d59,A-bd4708,20-10-2024,Ongoing,Pro,37,1813.0,21756.0,False,False,False,False,annual,True
2619,S-56cb4f,A-cab532,23-07-2024,Ongoing,Pro,23,1127.0,13524.0,False,False,False,False,annual,True
2620,S-3fa87d,A-81edc3,13-11-2023,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,monthly,True
2621,S-96e3e8,A-d3c88e,10-12-2024,Ongoing,Basic,16,304.0,3648.0,False,True,False,False,monthly,True
2622,S-b834a9,A-dcc3f1,29-05-2024,Ongoing,Basic,26,494.0,5928.0,False,False,False,False,annual,True
2623,S-7452a4,A-118d55,30-12-2024,31-12-2024,Enterprise,29,5771.0,69252.0,False,False,False,True,monthly,True
2624,S-7b65f4,A-7f29a7,07-11-2024,02-12-2024,Basic,41,779.0,9348.0,False,False,False,True,monthly,False
2625,S-a3300f,A-81edc3,16-12-2024,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,annual,True
2626,S-a9b904,A-7641d3,12-04-2023,Ongoing,Basic,8,152.0,1824.0,False,False,False,False,monthly,True
2627,S-43b6e9,A-bbc346,13-12-2024,Ongoing,Enterprise,27,5373.0,64476.0,False,False,False,False,monthly,True
2628,S-eec4d5,A-0532a9,10-12-2024,Ongoing,Basic,19,361.0,4332.0,False,False,False,False,annual,True
2629,S-7ac30a,A-54ecc2,16-10-2024,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,annual,True
2630,S-c696fa,A-db5e9e,12-11-2024,Ongoing,Basic,9,171.0,2052.0,False,False,False,False,monthly,True
2631,S-86ed20,A-3f9cc0,25-07-2024,Ongoing,Enterprise,22,4378.0,52536.0,False,False,False,False,monthly,False
2632,S-dda681,A-8bde0c,21-12-2024,Ongoing,Pro,12,588.0,7056.0,False,False,False,False,monthly,False
2633,S-88d746,A-0aaf6e,26-12-2024,Ongoing,Enterprise,18,3582.0,42984.0,False,False,False,False,monthly,True
2634,S-fc01ba,A-ba6516,14-09-2024,Ongoing,Pro,35,0.0,0.0,True,False,True,False,monthly,True
2635,S-0586ad,A-7920cc,28-07-2024,Ongoing,Enterprise,39,7761.0,93132.0,False,False,False,False,monthly,True
2636,S-24631a,A-4d1e75,07-09-2024,Ongoing,Basic,20,380.0,4560.0,False,False,False,False,monthly,True
2637,S-3d0e5c,A-dcc2f0,22-11-2023,Ongoing,Enterprise,19,0.0,0.0,True,False,False,False,monthly,True
2638,S-519509,A-1ac5e0,15-11-2024,Ongoing,Basic,33,627.0,7524.0,False,False,False,False,annual,False
2639,S-8b9deb,A-6c093d,12-09-2024,01-11-2024,Pro,7,343.0,4116.0,False,False,False,True,monthly,True
2640,S-31178d,A-b7ef83,29-06-2024,Ongoing,Pro,26,1274.0,15288.0,False,False,False,False,annual,True
2641,S-b29d83,A-51ec1b,10-02-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,annual,True
2642,S-a384d2,A-d62e02,10-12-2024,Ongoing,Enterprise,21,4179.0,50148.0,False,False,False,False,monthly,True
2643,S-a61485,A-d922bf,21-11-2023,Ongoing,Enterprise,32,6368.0,76416.0,False,False,False,False,monthly,True
2644,S-d1f12e,A-3a5ad8,15-02-2024,Ongoing,Enterprise,31,6169.0,74028.0,False,False,False,False,monthly,True
2645,S-021985,A-66224b,22-12-2024,30-12-2024,Enterprise,92,18308.0,219696.0,False,False,False,True,monthly,False
2646,S-6cb472,A-922109,27-09-2024,Ongoing,Pro,8,392.0,4704.0,False,False,False,False,annual,True
2647,S-fdb8f1,A-09316c,23-09-2024,Ongoing,Enterprise,70,13930.0,167160.0,False,False,False,False,annual,True
2648,S-d9d52b,A-22d9d2,09-08-2024,Ongoing,Pro,30,1470.0,17640.0,False,False,False,False,annual,True
2649,S-6754a4,A-1f559b,17-10-2024,Ongoing,Basic,10,190.0,2280.0,False,False,False,False,annual,False
2650,S-b11cdb,A-05d3b3,05-08-2024,12-08-2024,Basic,24,456.0,5472.0,False,False,False,True,annual,True
2651,S-a84e7f,A-e89151,14-11-2023,Ongoing,Enterprise,8,1592.0,19104.0,False,False,False,False,annual,True
2652,S-4f3f73,A-1b9609,04-08-2024,12-08-2024,Pro,4,196.0,2352.0,False,False,False,True,annual,True
2653,S-164594,A-c42f1f,26-10-2024,Ongoing,Basic,15,285.0,3420.0,False,False,False,False,annual,False
2654,S-aef18a,A-4a267b,06-11-2024,Ongoing,Pro,25,0.0,0.0,True,True,False,False,annual,True
2655,S-16dc40,A-ce550d,16-11-2024,Ongoing,Pro,51,2499.0,29988.0,False,True,False,False,monthly,True
2656,S-a8299c,A-e60f9d,03-12-2024,Ongoing,Enterprise,29,5771.0,69252.0,False,False,False,False,monthly,True
2657,S-842582,A-104f1a,24-09-2024,Ongoing,Pro,45,0.0,0.0,True,False,False,False,annual,True
2658,S-6956dc,A-40906c,06-06-2024,Ongoing,Pro,92,4508.0,54096.0,False,False,False,False,annual,True
2659,S-2aad81,A-700ade,25-11-2024,Ongoing,Basic,7,133.0,1596.0,False,False,False,False,annual,True
2660,S-f09511,A-4437e4,14-05-2024,Ongoing,Enterprise,3,597.0,7164.0,False,True,False,False,monthly,True
2661,S-52d03a,A-342303,30-11-2024,Ongoing,Enterprise,10,0.0,0.0,True,False,False,False,annual,True
2662,S-70b537,A-526d93,26-09-2024,Ongoing,Enterprise,43,8557.0,102684.0,False,True,False,False,annual,False
2663,S-8e7d28,A-7f6b86,05-07-2024,Ongoing,Pro,45,0.0,0.0,True,False,False,False,monthly,True
2664,S-3128b4,A-30b4ca,27-05-2024,Ongoing,Enterprise,86,17114.0,205368.0,False,False,False,False,monthly,False
2665,S-ce9977,A-42e5e1,02-08-2024,Ongoing,Enterprise,53,0.0,0.0,True,True,False,False,monthly,True
2666,S-16486d,A-0651a4,15-12-2024,Ongoing,Pro,16,784.0,9408.0,False,False,False,False,monthly,True
2667,S-c5835c,A-812c5b,25-06-2024,Ongoing,Basic,55,0.0,0.0,True,False,False,False,monthly,True
2668,S-890baf,A-6e7827,22-04-2024,Ongoing,Pro,3,147.0,1764.0,False,False,False,False,monthly,True
2669,S-ec0efa,A-45ce7a,04-04-2024,Ongoing,Basic,22,418.0,5016.0,False,False,False,False,monthly,True
2670,S-09ada1,A-87aa7b,23-11-2024,Ongoing,Basic,24,456.0,5472.0,False,False,False,False,annual,True
2671,S-2ecaea,A-756192,28-06-2024,Ongoing,Enterprise,25,4975.0,59700.0,False,False,False,False,monthly,True
2672,S-0d86a4,A-700ade,11-11-2024,Ongoing,Pro,12,588.0,7056.0,False,False,False,False,monthly,False
2673,S-a2f231,A-1f559b,21-04-2024,Ongoing,Pro,59,2891.0,34692.0,False,False,False,False,monthly,False
2674,S-dbcf87,A-a8d89d,26-09-2024,Ongoing,Enterprise,13,2587.0,31044.0,False,False,False,False,monthly,True
2675,S-d6e421,A-fd7ad3,17-11-2024,Ongoing,Pro,10,0.0,0.0,True,False,False,False,annual,True
2676,S-50815c,A-e3bd71,11-01-2024,Ongoing,Basic,31,589.0,7068.0,False,False,False,False,monthly,True
2677,S-25ec8c,A-6965e1,05-12-2024,Ongoing,Pro,16,0.0,0.0,True,False,False,False,monthly,False
2678,S-180b6c,A-f3ff05,02-12-2024,Ongoing,Basic,30,570.0,6840.0,False,False,False,False,monthly,True
2679,S-ae20d8,A-9289f6,04-07-2023,09-07-2023,Basic,12,228.0,2736.0,False,True,False,True,annual,True
2680,S-cb3c72,A-69b156,16-06-2024,Ongoing,Enterprise,13,2587.0,31044.0,False,False,False,False,monthly,True
2681,S-7bb339,A-fa3095,06-12-2023,Ongoing,Enterprise,70,13930.0,167160.0,False,False,False,False,annual,True
2682,S-374d5f,A-fabe19,24-11-2024,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,annual,True
2683,S-2f7250,A-3ce5b8,05-03-2024,Ongoing,Pro,36,1764.0,21168.0,False,False,False,False,monthly,True
2684,S-1d081a,A-ad3abd,10-05-2023,20-07-2024,Pro,44,2156.0,25872.0,False,False,False,True,annual,True
2685,S-0e9f04,A-7c83a1,24-05-2024,Ongoing,Enterprise,12,2388.0,28656.0,False,False,False,False,monthly,True
2686,S-d7163c,A-118d55,27-12-2024,Ongoing,Pro,11,539.0,6468.0,False,False,True,False,monthly,True
2687,S-3bdedd,A-378b99,03-11-2024,Ongoing,Basic,59,1121.0,13452.0,False,False,False,False,monthly,True
2688,S-14a95a,A-ffc04f,22-10-2024,Ongoing,Pro,20,980.0,11760.0,False,False,False,False,monthly,True
2689,S-f15008,A-0aaf6e,07-12-2024,15-12-2024,Pro,12,588.0,7056.0,False,False,False,True,annual,False
2690,S-c76699,A-f9cc74,26-11-2024,Ongoing,Basic,30,570.0,6840.0,False,False,False,False,monthly,False
2691,S-7456c5,A-8ae3fc,09-09-2024,Ongoing,Basic,9,171.0,2052.0,False,False,False,False,monthly,True
2692,S-947b62,A-34ea2f,25-12-2024,Ongoing,Enterprise,16,3184.0,38208.0,False,False,False,False,annual,False
2693,S-7b2efe,A-af0cd2,27-09-2024,Ongoing,Basic,19,361.0,4332.0,False,False,False,False,monthly,False
2694,S-92421b,A-4e631b,12-11-2024,Ongoing,Pro,22,0.0,0.0,True,False,False,False,monthly,True
2695,S-ede618,A-463db0,15-12-2024,Ongoing,Pro,15,735.0,8820.0,False,False,False,False,annual,True
2696,S-65b963,A-e888d1,04-03-2024,Ongoing,Basic,22,0.0,0.0,True,False,False,False,monthly,True
2697,S-adbb41,A-9289f6,11-12-2024,Ongoing,Enterprise,24,0.0,0.0,True,False,False,False,annual,False
2698,S-ce6528,A-4a4c2d,04-07-2023,Ongoing,Basic,54,1026.0,12312.0,False,False,False,False,annual,True
2699,S-c45df0,A-a45270,15-11-2024,Ongoing,Enterprise,3,597.0,7164.0,False,False,False,False,monthly,False
2700,S-faee8b,A-56962b,15-05-2024,Ongoing,Pro,163,0.0,0.0,True,False,False,False,monthly,False
2701,S-9bb9da,A-0be015,24-12-2024,Ongoing,Pro,26,0.0,0.0,True,False,False,False,monthly,True
2702,S-913134,A-bbc346,29-11-2024,Ongoing,Basic,40,760.0,9120.0,False,False,False,False,monthly,True
2703,S-0ada66,A-c4ea60,29-07-2024,Ongoing,Enterprise,18,3582.0,42984.0,False,False,False,False,monthly,False
2704,S-75fe32,A-3793ee,13-03-2024,Ongoing,Pro,49,2401.0,28812.0,False,False,False,False,annual,True
2705,S-1dfdd0,A-712426,30-12-2024,Ongoing,Basic,13,247.0,2964.0,False,False,False,False,monthly,True
2706,S-4815a3,A-19b2c8,01-08-2023,Ongoing,Basic,22,418.0,5016.0,False,False,False,False,monthly,True
2707,S-691d69,A-cea1f0,18-10-2024,Ongoing,Enterprise,22,4378.0,52536.0,False,True,False,False,monthly,True
2708,S-e90e70,A-f51f16,27-08-2024,Ongoing,Basic,2,38.0,456.0,False,False,False,False,annual,True
2709,S-8eb6df,A-c7ffc2,17-02-2024,Ongoing,Enterprise,30,5970.0,71640.0,False,False,False,False,monthly,True
2710,S-4dae4f,A-6e08f3,09-05-2024,Ongoing,Enterprise,20,3980.0,47760.0,False,False,False,False,monthly,True
2711,S-f4376f,A-9ee962,21-05-2024,Ongoing,Basic,9,171.0,2052.0,False,False,False,False,annual,False
2712,S-ce5e0e,A-158f4e,17-09-2023,Ongoing,Pro,61,2989.0,35868.0,False,False,False,False,annual,True
2713,S-5bc71c,A-d77f4c,24-10-2023,19-02-2024,Basic,8,152.0,1824.0,False,False,False,True,monthly,True
2714,S-80af85,A-2edab2,22-11-2023,Ongoing,Basic,17,323.0,3876.0,False,False,False,False,annual,True
2715,S-9a115f,A-f5641b,29-12-2024,Ongoing,Enterprise,45,8955.0,107460.0,False,False,False,False,monthly,True
2716,S-a959a3,A-ad3abd,18-03-2023,Ongoing,Enterprise,44,8756.0,105072.0,False,False,False,False,monthly,False
2717,S-6def60,A-1e1b80,11-10-2023,Ongoing,Basic,50,950.0,11400.0,False,False,False,False,monthly,True
2718,S-2a57b3,A-7e0a10,29-06-2024,Ongoing,Basic,46,874.0,10488.0,False,False,False,False,annual,True
2719,S-b39049,A-4e44e8,08-11-2024,Ongoing,Pro,18,0.0,0.0,True,False,False,False,monthly,True
2720,S-802cc6,A-eafc6e,15-11-2023,Ongoing,Enterprise,34,6766.0,81192.0,False,False,False,False,annual,True
2721,S-19c44c,A-8b0451,09-12-2024,Ongoing,Basic,41,779.0,9348.0,False,False,False,False,monthly,True
2722,S-396a83,A-1b7577,28-11-2024,Ongoing,Enterprise,4,796.0,9552.0,False,False,False,False,monthly,True
2723,S-d1aacf,A-c70870,06-12-2024,Ongoing,Basic,31,589.0,7068.0,False,True,False,False,annual,True
2724,S-2beaee,A-ffdfd5,14-09-2024,Ongoing,Pro,92,4508.0,54096.0,False,False,False,False,annual,False
2725,S-16e21f,A-82d8a6,13-12-2024,Ongoing,Enterprise,27,5373.0,64476.0,False,False,False,False,annual,False
2726,S-a918f3,A-d27f50,05-12-2024,Ongoing,Enterprise,44,8756.0,105072.0,False,False,False,False,monthly,True
2727,S-b4b400,A-35083d,16-04-2024,Ongoing,Pro,19,931.0,11172.0,False,True,False,False,annual,True
2728,S-52699f,A-df10db,25-08-2023,03-12-2024,Basic,14,266.0,3192.0,False,False,False,True,monthly,True
2729,S-52404a,A-cd458b,26-10-2024,Ongoing,Basic,26,494.0,5928.0,False,False,False,False,annual,True
2730,S-dacc80,A-6965e1,30-12-2024,Ongoing,Basic,13,247.0,2964.0,False,False,False,False,monthly,True
2731,S-91c435,A-dfbd31,09-12-2024,Ongoing,Basic,14,266.0,3192.0,False,False,False,False,monthly,True
2732,S-64d514,A-65aeb5,06-09-2024,Ongoing,Enterprise,56,11144.0,133728.0,False,False,False,False,annual,False
2733,S-006fed,A-ac9111,09-10-2023,20-06-2024,Basic,21,399.0,4788.0,False,False,False,True,monthly,True
2734,S-2aafa6,A-bbc346,03-10-2024,Ongoing,Enterprise,19,3781.0,45372.0,False,False,False,False,annual,True
2735,S-1577c3,A-544d0a,29-11-2024,Ongoing,Basic,3,0.0,0.0,True,False,False,False,monthly,True
2736,S-3ea3af,A-019782,16-05-2024,Ongoing,Pro,11,539.0,6468.0,False,False,False,False,monthly,False
2737,S-615537,A-7f4db3,30-03-2024,Ongoing,Pro,16,784.0,9408.0,False,False,False,False,annual,True
2738,S-fc8463,A-4e44e8,16-10-2024,Ongoing,Basic,10,190.0,2280.0,False,False,False,False,annual,True
2739,S-8106d9,A-3a5ad8,06-11-2024,Ongoing,Pro,36,1764.0,21168.0,False,False,False,False,monthly,False
2740,S-5b699e,A-b7b7b7,16-09-2024,Ongoing,Basic,24,456.0,5472.0,False,False,False,False,annual,True
2741,S-021297,A-5ed98d,28-06-2024,Ongoing,Enterprise,24,4776.0,57312.0,False,False,False,False,annual,True
2742,S-0f7a92,A-700ade,23-12-2024,Ongoing,Pro,1,49.0,588.0,False,False,False,False,monthly,False
