,ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
602,T-112307,A-9badbd,12-10-2023,14-10-2023 08:00,56,urgent,37,5.0,False
603,T-8a14a4,A-ac85cd,19-11-2023,21-11-2023 13:00,61,medium,128,3.0,False
604,T-4cf1f9,A-d792a6,29-12-2024,29-12-2024 14:00,14,urgent,125,-1.0,False
605,T-ae29f6,A-9a532a,12-09-2023,13-09-2023 21:00,45,high,176,-1.0,False
606,T-a5de10,A-ce550d,03-06-2024,04-06-2024 12:00,36,medium,98,4.0,False
607,T-1ab00a,A-d922bf,25-01-2024,27-01-2024 04:00,52,low,30,-1.0,False
608,T-1b7db9,A-712533,05-05-2024,06-05-2024 16:00,40,low,145,5.0,False
609,T-2b2d2d,A-39868b,21-01-2024,23-01-2024 07:00,55,medium,40,3.0,False
610,T-66d5a0,A-671f31,01-03-2024,01-03-2024 17:00,17,urgent,153,-1.0,False
612,T-afa224,A-bcbe98,23-05-2024,25-05-2024 10:00,58,urgent,1,-1.0,False
613,T-62614c,A-89ee83,02-08-2023,02-08-2023 11:00,11,urgent,32,-1.0,False
614,T-abeb65,A-c70870,07-07-2024,09-07-2024 07:00,55,low,10,-1.0,False
615,T-c16052,A-05d3b3,14-09-2023,15-09-2023 22:00,46,high,70,-1.0,False
616,T-5fff6a,A-9123ac,02-08-2024,03-08-2024 00:00,24,medium,169,-1.0,False
617,T-347ab6,A-cc102e,18-05-2023,18-05-2023 07:00,7,high,36,-1.0,False
618,T-3d947f,A-3932db,27-02-2023,01-03-2023 20:00,68,low,26,5.0,False
619,T-921bf4,A-f97b9a,10-06-2024,11-06-2024 03:00,27,medium,109,-1.0,False
620,T-6b831b,A-9208f0,12-12-2024,14-12-2024 19:00,67,low,57,3.0,False
621,T-c59e1a,A-40906c,20-10-2024,21-10-2024 13:00,37,low,127,3.0,False
622,T-abd0a8,A-0354fe,30-11-2024,30-11-2024 01:00,1,high,107,3.0,False
623,T-1e6dde,A-ac9111,05-05-2024,06-05-2024 16:00,40,urgent,89,-1.0,False
624,T-94b38c,A-503d5a,28-09-2023,29-09-2023 02:00,26,high,128,-1.0,False
625,T-399e29,A-bb1eaa,25-02-2024,25-02-2024 01:00,1,high,67,-1.0,False
626,T-8fd002,A-2d1036,30-03-2023,01-04-2023 00:00,48,low,53,4.0,False
627,T-7bb8d5,A-1ac5e0,03-09-2024,04-09-2024 09:00,33,medium,50,4.0,False
628,T-e062e2,A-378b99,19-08-2024,20-08-2024 15:00,39,high,106,3.0,False
629,T-880bce,A-54d94a,16-05-2024,18-05-2024 23:00,71,low,118,4.0,False
630,T-7b09d9,A-e19ff6,09-01-2024,09-01-2024 09:00,9,high,162,5.0,False
631,T-306781,A-bb3bd4,05-12-2023,07-12-2023 09:00,57,medium,21,-1.0,False
632,T-9e2480,A-328bd0,24-08-2024,26-08-2024 22:00,70,high,26,4.0,False
633,T-af5765,A-3c1a3f,09-03-2024,09-03-2024 19:00,19,low,44,3.0,False
634,T-b60d4d,A-417d2f,01-02-2024,03-02-2024 04:00,52,high,20,5.0,False
635,T-e33b60,A-c37601,26-02-2024,28-02-2024 05:00,53,low,23,3.0,False
636,T-44e08c,A-45ce7a,14-12-2024,16-12-2024 02:00,50,medium,101,-1.0,False
637,T-8c6169,A-7dacce,14-07-2023,14-07-2023 07:00,7,high,135,3.0,False
638,T-baf332,A-8145a0,09-01-2023,09-01-2023 18:00,18,medium,98,-1.0,False
639,T-e6d8dd,A-e4bf56,10-08-2024,10-08-2024 22:00,22,urgent,175,5.0,False
640,T-52a57e,A-5b051a,24-03-2024,24-03-2024 02:00,2,urgent,2,3.0,False
641,T-8f8c19,A-309e54,30-05-2023,30-05-2023 03:00,3,low,87,-1.0,False
642,T-5d46d9,A-fdfc91,13-06-2023,13-06-2023 11:00,11,high,148,-1.0,False
643,T-bc6854,A-d3c88e,15-12-2023,17-12-2023 01:00,49,high,98,-1.0,False
644,T-141b01,A-337bc1,01-12-2024,01-12-2024 19:00,19,medium,136,-1.0,False
645,T-b3739a,A-2f6a32,27-12-2023,28-12-2023 01:00,25,medium,139,3.0,False
646,T-fa0eed,A-f25509,30-05-2024,01-06-2024 01:00,49,high,68,-1.0,False
647,T-bc6799,A-9f9299,12-04-2023,14-04-2023 23:00,71,medium,146,-1.0,False
648,T-90b336,A-d26ab4,28-09-2023,30-09-2023 04:00,52,urgent,148,4.0,False
649,T-1ecc39,A-c7e58b,01-12-2024,01-12-2024 04:00,4,high,28,4.0,False
650,T-4ecb7b,A-acb7f7,19-08-2023,21-08-2023 02:00,50,low,98,-1.0,False
651,T-76c486,A-089363,06-11-2023,07-11-2023 01:00,25,low,153,3.0,False
652,T-20065b,A-1e1b80,14-05-2023,16-05-2023 09:00,57,high,54,4.0,False
653,T-161f9c,A-6c093d,11-07-2024,12-07-2024 03:00,27,high,6,-1.0,False
655,T-aac2ca,A-18793f,04-03-2023,05-03-2023 14:00,38,low,155,4.0,False
656,T-b6d936,A-cb6cc6,11-03-2024,11-03-2024 18:00,18,high,135,4.0,False
657,T-6d8b81,A-117171,04-11-2023,05-11-2023 20:00,44,high,52,-1.0,True
658,T-2006d9,A-e40f45,16-02-2023,18-02-2023 00:00,48,high,157,-1.0,False
659,T-01e321,A-3ce5b8,01-06-2024,02-06-2024 22:00,46,medium,80,4.0,False
660,T-cd5725,A-f6b2fb,26-10-2023,29-10-2023 00:00,72,high,155,-1.0,False
661,T-e727f3,A-39868b,27-01-2023,29-01-2023 12:00,60,medium,122,4.0,False
662,T-22c308,A-6f50ae,07-08-2024,08-08-2024 21:00,45,low,105,5.0,False
663,T-533b28,A-1b9609,22-10-2024,24-10-2024 17:00,65,high,26,-1.0,False
664,T-14571c,A-02fac6,01-11-2023,02-11-2023 12:00,36,low,176,5.0,False
665,T-71ab14,A-f97b9a,31-01-2023,01-02-2023 19:00,43,medium,39,4.0,False
666,T-7dca41,A-b48f73,13-05-2023,14-05-2023 22:00,46,low,62,-1.0,False
667,T-777bf4,A-0f6450,20-01-2023,20-01-2023 02:00,2,low,54,5.0,False
668,T-d5f2dd,A-0532a9,30-06-2023,01-07-2023 14:00,38,high,86,3.0,False
669,T-0fc8f9,A-fda07f,28-11-2023,29-11-2023 06:00,30,medium,110,3.0,False
670,T-db2c10,A-0aaf6e,13-10-2024,15-10-2024 11:00,59,low,47,5.0,False
671,T-89d6c4,A-40de06,24-11-2023,24-11-2023 16:00,16,medium,111,4.0,False
672,T-4c383b,A-993085,09-12-2024,10-12-2024 13:00,37,low,109,3.0,False
673,T-cce7ba,A-17939a,14-08-2024,16-08-2024 05:00,53,urgent,150,-1.0,False
675,T-673852,A-4e44e8,15-09-2024,15-09-2024 02:00,2,low,10,3.0,False
676,T-d75ceb,A-9b9fe9,26-07-2024,27-07-2024 09:00,33,urgent,158,3.0,False
677,T-49a11d,A-6c093d,08-05-2024,09-05-2024 12:00,36,medium,123,5.0,False
678,T-274cf7,A-781cc0,28-01-2024,30-01-2024 23:00,71,low,9,3.0,False
679,T-31021c,A-65a46c,14-10-2023,16-10-2023 14:00,62,low,116,3.0,False
680,T-37d585,A-0f7d77,23-11-2023,25-11-2023 04:00,52,high,138,5.0,False
681,T-d80a44,A-58b9ff,04-02-2023,06-02-2023 19:00,67,medium,38,-1.0,True
682,T-1e968e,A-484819,10-12-2023,10-12-2023 15:00,15,urgent,127,-1.0,False
683,T-e1d305,A-149a69,16-06-2023,17-06-2023 22:00,46,urgent,114,3.0,False
684,T-74d3f4,A-038089,25-05-2024,26-05-2024 17:00,41,low,102,-1.0,False
685,T-b3cd04,A-5247b3,08-09-2024,10-09-2024 16:00,64,medium,51,5.0,False
686,T-0cf3e3,A-0be015,23-03-2023,25-03-2023 18:00,66,medium,53,4.0,False
687,T-b57da5,A-65a46c,22-06-2024,22-06-2024 03:00,3,urgent,107,-1.0,False
688,T-f59d6e,A-3c1a3f,25-09-2023,27-09-2023 10:00,58,low,99,4.0,False
689,T-7772d1,A-104f1a,26-03-2024,28-03-2024 08:00,56,low,40,4.0,False
690,T-c895a0,A-5a92e7,10-10-2024,10-10-2024 22:00,22,medium,3,3.0,False
691,T-19ea5b,A-d4ac0e,08-09-2024,08-09-2024 18:00,18,low,15,-1.0,False
692,T-c8e32b,A-bc4d48,22-01-2024,22-01-2024 12:00,12,high,129,-1.0,False
693,T-3ca62f,A-3b37d9,29-03-2023,29-03-2023 16:00,16,urgent,103,4.0,False
694,T-6684a4,A-cc8c8f,19-11-2023,19-11-2023 22:00,22,urgent,103,3.0,False
695,T-d0a540,A-e5d6ab,17-09-2024,19-09-2024 06:00,54,high,11,-1.0,False
696,T-b456f1,A-c4ea60,05-11-2023,05-11-2023 05:00,5,low,22,5.0,False
697,T-79975c,A-10b8f2,26-12-2023,28-12-2023 20:00,68,low,116,5.0,False
698,T-1c3d56,A-3cc791,16-06-2024,16-06-2024 17:00,17,medium,151,4.0,True
699,T-5fc181,A-a7bd4b,06-05-2023,07-05-2023 12:00,36,low,109,-1.0,False
700,T-4220fc,A-0f6450,06-06-2023,07-06-2023 03:00,27,low,70,3.0,True
701,T-ddd1a5,A-ae052e,02-04-2023,03-04-2023 07:00,31,low,62,5.0,False
702,T-bf2ee1,A-b2af2e,20-08-2023,20-08-2023 14:00,14,medium,99,4.0,False
703,T-4a7bb7,A-6c093d,27-02-2023,01-03-2023 10:00,58,high,76,-1.0,True
704,T-ed85f6,A-05d3b3,23-08-2023,23-08-2023 14:00,14,medium,40,4.0,False
705,T-601022,A-39b19f,04-10-2024,05-10-2024 19:00,43,low,32,5.0,True
706,T-8027c4,A-66224b,29-02-2024,01-03-2024 04:00,28,low,113,3.0,False
707,T-eed292,A-bb2f49,29-03-2024,29-03-2024 18:00,18,low,100,-1.0,False
708,T-779cd9,A-b11cd0,11-01-2024,12-01-2024 21:00,45,low,160,-1.0,False
709,T-1bf8d6,A-cc102e,31-10-2023,02-11-2023 16:00,64,medium,130,5.0,False
710,T-a7d132,A-503d5a,10-03-2024,10-03-2024 19:00,19,low,41,-1.0,False
711,T-8ccee6,A-6e08f3,07-04-2023,08-04-2023 02:00,26,urgent,122,3.0,False
712,T-c8afc4,A-19b2c8,28-11-2023,29-11-2023 00:00,24,medium,29,5.0,False
713,T-cdfd31,A-1d5444,11-12-2024,11-12-2024 05:00,5,high,96,-1.0,False
714,T-13718e,A-a7bd4b,20-07-2023,22-07-2023 16:00,64,high,14,3.0,False
715,T-2c8cf7,A-940b8b,17-09-2023,19-09-2023 14:00,62,urgent,57,3.0,False
716,T-134994,A-0a62f5,05-11-2023,07-11-2023 11:00,59,high,153,-1.0,False
717,T-9f9f2d,A-4814a3,02-11-2023,03-11-2023 03:00,27,medium,57,-1.0,True
718,T-8b1e89,A-cbbe12,21-03-2024,23-03-2024 05:00,53,high,7,3.0,False
719,T-3804b6,A-e98302,28-06-2023,28-06-2023 03:00,3,high,40,5.0,False
720,T-862af5,A-e7beab,01-03-2023,01-03-2023 02:00,2,low,139,5.0,False
721,T-09eea1,A-328bd0,18-02-2024,19-02-2024 16:00,40,medium,106,4.0,False
722,T-e00e0a,A-6e7827,17-11-2024,19-11-2024 19:00,67,medium,81,4.0,False
723,T-7d8c37,A-94d3da,06-08-2024,06-08-2024 14:00,14,low,4,5.0,False
724,T-e4b581,A-ef84cf,02-11-2024,02-11-2024 16:00,16,low,11,4.0,True
725,T-21da91,A-b9f5b1,09-08-2024,10-08-2024 08:00,32,low,121,3.0,False
726,T-09e88f,A-bb2f49,28-01-2023,28-01-2023 14:00,14,urgent,45,4.0,False
727,T-0854a1,A-0354fe,11-04-2024,13-04-2024 14:00,62,high,78,-1.0,False
728,T-f932f6,A-ef84cf,07-08-2023,07-08-2023 03:00,3,urgent,91,4.0,False
729,T-ca7d9e,A-20736a,14-12-2024,15-12-2024 16:00,40,high,145,3.0,False
730,T-c2e25a,A-50bb9f,12-08-2023,12-08-2023 16:00,16,medium,142,5.0,False
731,T-f7e86b,A-10b8da,23-09-2023,24-09-2023 00:00,24,high,32,4.0,False
732,T-6a7af3,A-d49cc5,15-05-2024,15-05-2024 05:00,5,urgent,134,5.0,False
733,T-b65657,A-f92792,24-11-2024,24-11-2024 20:00,20,medium,84,-1.0,False
734,T-7df5b2,A-b78bf8,01-12-2024,01-12-2024 06:00,6,medium,161,5.0,False
735,T-30fb5e,A-34ea2f,20-12-2023,20-12-2023 11:00,11,low,158,3.0,False
736,T-0cd0f4,A-f6b2fb,26-01-2023,27-01-2023 16:00,40,high,56,-1.0,False
737,T-72295c,A-ad64c6,20-04-2024,20-04-2024 04:00,4,medium,60,-1.0,False
738,T-bf6b9b,A-35083d,02-10-2023,04-10-2023 04:00,52,high,87,5.0,False
739,T-d7ff1e,A-558c72,03-05-2024,05-05-2024 23:00,71,urgent,91,4.0,False
740,T-a2760f,A-68f37c,02-11-2023,02-11-2023 02:00,2,medium,169,-1.0,False
741,T-4cc0d7,A-558c72,08-09-2023,10-09-2023 12:00,60,medium,113,5.0,True
742,T-6b7933,A-b7ef83,24-01-2024,25-01-2024 04:00,28,urgent,88,4.0,False
743,T-9703b6,A-7df7a7,04-07-2023,04-07-2023 08:00,8,urgent,142,4.0,False
744,T-f10d70,A-fda07f,01-09-2024,01-09-2024 06:00,6,high,3,4.0,False
745,T-f09f22,A-ef84cf,27-10-2024,29-10-2024 14:00,62,urgent,54,5.0,False
747,T-d67e21,A-4814a3,31-05-2023,31-05-2023 12:00,12,low,150,-1.0,False
748,T-39910e,A-019782,09-09-2024,09-09-2024 10:00,10,urgent,166,-1.0,False
749,T-0e1c0e,A-69b156,06-07-2024,08-07-2024 16:00,64,high,161,5.0,False
750,T-e496a8,A-117171,22-08-2024,22-08-2024 22:00,22,medium,34,-1.0,False
751,T-1dbfc1,A-c42f1f,08-01-2023,10-01-2023 22:00,70,high,67,-1.0,False
752,T-de489a,A-692f18,28-07-2024,30-07-2024 07:00,55,high,96,5.0,False
753,T-fd80a1,A-bcbe98,24-09-2023,26-09-2023 01:00,49,urgent,122,-1.0,False
754,T-0e39f9,A-726cfa,05-08-2024,05-08-2024 09:00,9,high,93,4.0,False
755,T-027331,A-474ad4,03-05-2024,03-05-2024 18:00,18,medium,76,5.0,False
756,T-324459,A-51ec1b,20-08-2023,22-08-2023 10:00,58,high,105,5.0,False
757,T-2b0805,A-202b67,28-07-2024,29-07-2024 11:00,35,urgent,179,-1.0,False
758,T-1f5562,A-86902e,25-01-2023,27-01-2023 17:00,65,medium,69,-1.0,False
759,T-c2a8c2,A-779e4e,11-07-2023,11-07-2023 15:00,15,urgent,86,5.0,False
760,T-dbe987,A-463db0,22-02-2023,24-02-2023 21:00,69,medium,25,-1.0,False
761,T-17b048,A-443b7c,23-08-2023,24-08-2023 00:00,24,urgent,44,3.0,False
762,T-d3ac82,A-f17767,13-03-2023,15-03-2023 13:00,61,high,88,-1.0,True
763,T-3716d2,A-e61e98,17-10-2023,19-10-2023 23:00,71,medium,127,5.0,False
764,T-c16096,A-e08cd3,26-12-2024,28-12-2024 09:00,57,urgent,148,4.0,False
765,T-07968b,A-068fc6,04-04-2023,06-04-2023 14:00,62,low,123,-1.0,False
766,T-c6d16e,A-00bed1,13-03-2024,14-03-2024 04:00,28,urgent,107,4.0,False
767,T-0088b7,A-ce550d,15-05-2024,17-05-2024 17:00,65,medium,173,3.0,True
768,T-3a75b1,A-3be56b,13-02-2024,15-02-2024 12:00,60,low,61,4.0,False
769,T-6a99e2,A-c42f1f,28-09-2024,30-09-2024 00:00,48,low,37,5.0,False
770,T-646e6d,A-019782,01-12-2024,01-12-2024 10:00,10,urgent,48,3.0,False
771,T-e81350,A-cea1f0,02-09-2024,04-09-2024 01:00,49,urgent,172,5.0,False
772,T-866db3,A-f446b6,20-12-2023,20-12-2023 22:00,22,low,106,4.0,False
773,T-faf9c4,A-40a557,19-07-2023,19-07-2023 21:00,21,low,143,-1.0,False
774,T-b475e9,A-f51f16,23-04-2023,23-04-2023 15:00,15,urgent,109,-1.0,False
775,T-911d71,A-dcc3f1,20-03-2024,21-03-2024 16:00,40,urgent,3,3.0,False
776,T-861a59,A-3b37d9,23-09-2024,24-09-2024 04:00,28,medium,39,-1.0,False
777,T-ad1e6e,A-503d5a,06-11-2023,08-11-2023 10:00,58,medium,116,-1.0,False
778,T-8132dc,A-474ad4,13-09-2023,14-09-2023 09:00,33,urgent,11,-1.0,False
779,T-ad077a,A-6dee43,16-10-2023,17-10-2023 00:00,24,urgent,12,3.0,False
780,T-09f4bd,A-ce66f8,11-09-2023,12-09-2023 10:00,34,medium,75,3.0,False
781,T-cd1aee,A-1ac5e0,05-08-2023,05-08-2023 06:00,6,high,99,3.0,False
783,T-3090a7,A-f19409,09-03-2023,09-03-2023 05:00,5,medium,175,-1.0,False
784,T-e67195,A-3ce5b8,25-10-2024,27-10-2024 02:00,50,low,156,3.0,False
785,T-0c9932,A-eb2fdc,18-10-2023,18-10-2023 16:00,16,medium,50,5.0,False
786,T-b88fe0,A-34ea2f,08-11-2023,08-11-2023 07:00,7,medium,42,-1.0,False
788,T-ae7b6e,A-4e44e8,18-02-2023,18-02-2023 21:00,21,urgent,45,3.0,False
789,T-963409,A-5a92e7,01-04-2023,01-04-2023 17:00,17,urgent,127,4.0,False
790,T-7faf10,A-600734,01-09-2023,03-09-2023 04:00,52,medium,79,-1.0,False
791,T-b9f162,A-20736a,01-12-2024,03-12-2024 09:00,57,high,131,4.0,False
793,T-1a05b7,A-2446e3,08-02-2024,08-02-2024 06:00,6,urgent,111,3.0,False
794,T-202a0d,A-17939a,30-12-2023,31-12-2023 10:00,34,medium,7,-1.0,False
795,T-c44351,A-4d1e75,29-04-2024,30-04-2024 03:00,27,medium,24,4.0,False
796,T-5c1ed6,A-de58ca,08-05-2023,08-05-2023 12:00,12,low,148,3.0,False
797,T-e2e929,A-b07b56,30-04-2023,01-05-2023 04:00,28,high,43,3.0,False
798,T-99e0a1,A-378b99,01-12-2023,02-12-2023 04:00,28,low,110,-1.0,False
799,T-ffc8ec,A-43a9e3,26-06-2024,27-06-2024 11:00,35,medium,41,3.0,False
800,T-12b388,A-0354fe,07-11-2024,07-11-2024 15:00,15,medium,14,-1.0,False
801,T-3b6d69,A-ba6516,24-06-2024,26-06-2024 12:00,60,medium,90,4.0,False
802,T-dd2674,A-3932db,28-01-2024,28-01-2024 19:00,19,high,158,5.0,False
803,T-ae22ba,A-bb3bd4,14-10-2023,14-10-2023 03:00,3,low,178,4.0,False
804,T-34421f,A-02fac6,18-05-2024,18-05-2024 16:00,16,high,179,3.0,False
805,T-1018b1,A-1619f8,12-02-2024,12-02-2024 20:00,20,medium,89,-1.0,False
806,T-474619,A-139c3b,08-10-2023,08-10-2023 03:00,3,medium,88,5.0,False
807,T-f925c6,A-425e76,14-02-2023,14-02-2023 16:00,16,high,162,4.0,True
808,T-b6633c,A-02fac6,18-02-2024,19-02-2024 10:00,34,urgent,107,-1.0,False
809,T-7ddfa5,A-977ca0,30-09-2023,02-10-2023 08:00,56,high,117,-1.0,False
810,T-0a1945,A-798a3f,30-10-2024,30-10-2024 07:00,7,urgent,34,4.0,False
811,T-5dbf5b,A-7cfe77,15-03-2023,16-03-2023 14:00,38,high,154,3.0,False
812,T-ecf597,A-d42431,29-01-2023,29-01-2023 10:00,10,high,174,3.0,False
813,T-cb2104,A-fb186e,03-06-2023,03-06-2023 09:00,9,low,6,5.0,False
814,T-235e0a,A-ce66f8,17-05-2023,19-05-2023 22:00,70,medium,107,-1.0,False
815,T-9369c9,A-e351e1,18-08-2024,19-08-2024 17:00,41,urgent,51,3.0,False
816,T-86a1f6,A-bb2f49,20-01-2024,21-01-2024 11:00,35,high,162,4.0,False
817,T-1ba73b,A-e40f45,20-11-2023,20-11-2023 03:00,3,medium,75,3.0,False
818,T-c863f8,A-94f8c9,12-11-2023,14-11-2023 21:00,69,low,141,5.0,False
819,T-1ea354,A-ae052e,07-12-2023,07-12-2023 12:00,12,urgent,48,-1.0,False
820,T-611c1e,A-8e47ca,09-03-2023,09-03-2023 04:00,4,high,17,3.0,False
821,T-6047ed,A-c45b23,23-04-2024,25-04-2024 13:00,61,high,25,-1.0,False
822,T-47ef6b,A-712426,17-10-2023,17-10-2023 01:00,1,medium,43,-1.0,False
823,T-2e8d9d,A-9ee962,15-04-2023,15-04-2023 08:00,8,low,31,-1.0,False
825,T-520606,A-43a9e3,15-01-2023,15-01-2023 15:00,15,urgent,89,5.0,False
826,T-3f5174,A-a7bd4b,07-06-2024,08-06-2024 18:00,42,high,98,3.0,False
827,T-3a9f01,A-038089,10-10-2023,12-10-2023 13:00,61,urgent,32,3.0,False
828,T-91bbd1,A-427b69,06-05-2024,08-05-2024 09:00,57,urgent,120,3.0,False
829,T-72bc99,A-ff3c73,08-03-2023,08-03-2023 05:00,5,urgent,116,4.0,False
830,T-f29fb2,A-186a44,30-03-2024,01-04-2024 05:00,53,medium,103,-1.0,False
831,T-a01218,A-075038,18-03-2023,20-03-2023 02:00,50,high,104,3.0,False
832,T-463295,A-3a7284,14-02-2023,16-02-2023 13:00,61,urgent,152,3.0,False
833,T-464084,A-1f0636,27-04-2024,29-04-2024 12:00,60,high,82,4.0,False
834,T-2188d7,A-f5641b,31-05-2023,31-05-2023 04:00,4,urgent,46,3.0,False
835,T-474315,A-bb3bd4,01-03-2024,02-03-2024 17:00,41,urgent,139,4.0,False
836,T-9bb199,A-af0cd2,23-04-2024,25-04-2024 21:00,69,urgent,152,-1.0,False
837,T-bd38ae,A-5a184f,25-09-2023,25-09-2023 05:00,5,medium,38,4.0,False
838,T-6e3b72,A-3b5cd1,27-01-2023,27-01-2023 03:00,3,medium,22,-1.0,False
839,T-be97e7,A-7d514c,20-03-2024,20-03-2024 05:00,5,low,87,5.0,False
840,T-5ceae7,A-92a3af,13-06-2024,14-06-2024 07:00,31,high,10,3.0,False
841,T-b4c569,A-b48f73,06-11-2023,06-11-2023 01:00,1,high,4,5.0,False
842,T-095fc4,A-9208f0,01-03-2023,02-03-2023 16:00,40,urgent,100,-1.0,False
843,T-e6b94b,A-7cfe77,12-10-2024,13-10-2024 23:00,47,low,143,3.0,False
844,T-832df9,A-88c6ca,26-02-2023,28-02-2023 08:00,56,urgent,12,-1.0,False
845,T-0ceebb,A-72799b,06-09-2024,08-09-2024 07:00,55,high,104,5.0,False
846,T-e6ff26,A-4e960a,08-12-2024,08-12-2024 20:00,20,urgent,130,-1.0,False
847,T-69f219,A-9289f6,16-12-2024,18-12-2024 16:00,64,high,26,-1.0,False
848,T-688401,A-1e1b80,30-03-2024,31-03-2024 10:00,34,high,94,3.0,False
849,T-7620e2,A-54ecc2,28-07-2023,29-07-2023 09:00,33,high,129,-1.0,False
850,T-10020f,A-3932db,24-08-2023,25-08-2023 04:00,28,urgent,71,-1.0,False
851,T-a2eb91,A-4c56c9,12-01-2024,14-01-2024 10:00,58,medium,136,-1.0,False
852,T-57fa50,A-104f1a,25-05-2023,27-05-2023 05:00,53,high,118,5.0,False
853,T-b9b80b,A-afa505,24-06-2024,26-06-2024 09:00,57,urgent,49,3.0,True
854,T-dd1f11,A-bcbe98,16-09-2024,17-09-2024 10:00,34,medium,71,-1.0,False
855,T-c46a1b,A-86cdb4,07-11-2023,08-11-2023 07:00,31,medium,119,5.0,False
856,T-7048cb,A-adc1f3,10-03-2023,10-03-2023 01:00,1,low,41,3.0,False
857,T-65bdba,A-8ae05d,06-08-2023,07-08-2023 23:00,47,high,48,4.0,False
858,T-da9797,A-bc87bc,01-10-2024,02-10-2024 21:00,45,high,160,3.0,False
859,T-c786ff,A-c222ab,26-12-2024,27-12-2024 15:00,39,urgent,152,-1.0,False
860,T-f39a06,A-96e141,07-03-2024,09-03-2024 22:00,70,medium,58,-1.0,False
861,T-5a8cb8,A-9affe6,19-08-2024,21-08-2024 16:00,64,low,51,-1.0,False
863,T-2a19c6,A-52dd88,14-12-2023,17-12-2023 00:00,72,low,111,-1.0,False
864,T-836ae9,A-410e86,22-12-2023,24-12-2023 22:00,70,low,130,-1.0,False
865,T-895101,A-37f969,12-04-2024,12-04-2024 05:00,5,urgent,19,-1.0,False
866,T-203b1e,A-69b156,12-06-2024,14-06-2024 00:00,48,high,92,4.0,False
867,T-6da9bc,A-396e5f,10-12-2024,12-12-2024 12:00,60,high,49,4.0,True
868,T-0d73d3,A-ef84cf,11-03-2024,13-03-2024 11:00,59,low,143,-1.0,False
869,T-0f0bde,A-e888d1,24-09-2024,26-09-2024 03:00,51,medium,168,4.0,False
870,T-b14d75,A-7641d3,08-03-2023,10-03-2023 04:00,52,medium,115,5.0,True
871,T-8580fd,A-3a5ad8,09-06-2023,11-06-2023 02:00,50,urgent,149,-1.0,False
872,T-52fdaf,A-e08cd3,21-04-2023,23-04-2023 03:00,51,urgent,23,3.0,False
873,T-0648e6,A-0e966d,01-12-2024,01-12-2024 12:00,12,low,113,4.0,False
874,T-d93bf8,A-32728c,25-01-2023,26-01-2023 16:00,40,medium,51,3.0,False
875,T-718543,A-f03140,28-01-2023,30-01-2023 17:00,65,urgent,46,3.0,False
876,T-a61271,A-05d3b3,03-11-2024,05-11-2024 16:00,64,urgent,3,-1.0,False
877,T-0766ec,A-e351e1,29-12-2024,29-12-2024 05:00,5,low,100,3.0,False
878,T-738fd8,A-7920cc,15-03-2024,15-03-2024 05:00,5,low,94,3.0,False
880,T-946568,A-e40f45,02-01-2023,03-01-2023 03:00,27,medium,24,-1.0,False
881,T-1d4ad7,A-0be015,04-01-2024,06-01-2024 20:00,68,urgent,44,4.0,False
882,T-69bbea,A-02fac6,03-03-2023,03-03-2023 16:00,16,medium,43,-1.0,False
883,T-b0f248,A-0be015,26-11-2024,27-11-2024 22:00,46,high,122,-1.0,False
884,T-676fdf,A-7920cc,04-10-2024,05-10-2024 02:00,26,medium,122,-1.0,False
885,T-80fc65,A-d82ef9,08-10-2024,10-10-2024 13:00,61,low,116,-1.0,True
886,T-7e129c,A-df10db,04-12-2023,06-12-2023 20:00,68,medium,46,3.0,True
887,T-a0545c,A-484819,26-04-2024,26-04-2024 06:00,6,medium,152,-1.0,False
888,T-2c4195,A-ffc04f,08-01-2024,08-01-2024 08:00,8,low,175,5.0,False
889,T-9fcefd,A-659280,17-04-2023,17-04-2023 02:00,2,low,91,4.0,False
890,T-c752b7,A-e36807,20-09-2024,20-09-2024 13:00,13,high,145,5.0,False
891,T-7c0dc3,A-b20d99,08-08-2023,10-08-2023 12:00,60,medium,32,4.0,False
892,T-5cf4eb,A-ce550d,15-06-2024,15-06-2024 18:00,18,high,169,4.0,False
893,T-b4957a,A-8ae3fc,06-03-2024,06-03-2024 02:00,2,urgent,73,-1.0,False
894,T-4a1a56,A-4e631b,04-09-2023,05-09-2023 05:00,29,urgent,86,-1.0,False
895,T-07694c,A-9779ad,14-06-2023,14-06-2023 09:00,9,high,96,-1.0,False
896,T-113483,A-1e50e0,29-10-2024,29-10-2024 22:00,22,urgent,116,-1.0,False
897,T-fc3f98,A-6f8ad2,12-07-2023,14-07-2023 02:00,50,urgent,17,4.0,False
898,T-466cea,A-ced9aa,23-11-2023,23-11-2023 10:00,10,medium,70,-1.0,False
899,T-8caacd,A-eb7c38,16-08-2023,16-08-2023 05:00,5,urgent,56,-1.0,False
900,T-87f0f2,A-425e76,18-02-2024,20-02-2024 22:00,70,medium,164,3.0,False
901,T-5df8d7,A-a6d261,05-12-2024,07-12-2024 01:00,49,medium,3,4.0,False
902,T-7098db,A-117171,12-12-2024,14-12-2024 01:00,49,low,95,4.0,False
903,T-39076a,A-b7724f,22-01-2024,23-01-2024 04:00,28,urgent,15,3.0,False
904,T-ddcfa7,A-40906c,26-05-2024,26-05-2024 06:00,6,medium,84,3.0,False
